id,name,beef_type,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
147942,BAKED-STUFFED MT TROUT FROM THE COLD GLACIER WATERS OF COLORADO,False,,1,1,1969,1969,3.75,3.75
311980,BEEF TAMALE,True,,3,3,1937,1948,0.3,0.5
110739,POMMES PERSILLADES,False,,1,1,1890,1890,0.0,0.0
276837,BLUEFORT CHEESE AND CRACKERS,False,,1,1,1954,1954,0.0,0.0
206406,OYSTERS: CREAM BROIL,False,,2,2,1901,1907,0.5,0.5
316424,SLICED CALAVO AVOCADO CRAB OR SHRIMP SALAD,False,,1,1,1948,1948,1.75,1.75
56547,"CIGARS, MANUEL GARCIA, INVENCIBLE",False,,2,2,1901,1901,0.3,6.5
507407,"REUBEN'S SPECIAL TURKEY, ROAST VIRGINIA HAM, SWISS CHEESE, COLE SLAW, RUSSIAN DRESSING",False,,0,0,0,0,0.0,0.0
341848,SLICE ROAST,False,,1,1,1935,1935,0.0,0.0
283031,"BROILED CALF'S LIVER WITH BACON OR ONIONS, MASHED POTATOES",False,,1,1,1954,1954,0.0,0.0
51543,"ICE CREAM AND ICES, COFFEE",False,,1,1,1900,1900,0.2,0.2
51629,SHREDDED WHEAT BISCUIT WITH CREAM,False,,11,11,1900,1943,0.0,0.0
409469,BACON WITH EGGS,False,,1,1,1939,1939,,
293116,"FUSILLI, FUNGHI SALSA",False,,1,1,1963,1963,0.0,0.0
294579,OATMEAL WITH HALF AND HALF CREAM,False,,1,1,1953,1953,0.0,0.0
118554,SCHOLLE AUF MULLER ART,False,,1,1,1906,1906,0.0,0.0
494938,ŒUFS CARLTON,False,,1,1,1961,1961,,
197869,"SALAD, BRAZILIENNE",False,,1,1,1907,1907,0.5,0.5
380772,"CRAB GUMBO, CREOLE",False,,3,3,1914,1916,0.15,0.3
269127,ROAST BEEF MUSHROOM SAUCE FRENCH FRIED POTATOES,True,,1,1,1900,1900,0.0,0.0
158616,"SAUMON GRILLE, BEURRE MAITRE D'HOTEL",False,,1,1,0,0,0.0,0.0
339716,YORKSHIRE HAM STEAK,False,,1,1,1937,1937,0.0,0.0
165665,"HØNSEKOD, ASPARGES, CHAMPIGNONS, AGURK I MAYONNAISE",False,,1,1,0,0,0.0,0.0
88324,"ASPARAGUS, TIPS IN CREAM",False,,1,1,1906,1906,0.4,0.4
466861,BAKED OYSTERS IN SHELL,False,,1,1,1917,1917,0.5,0.5
310385,"SLOE GIN FIZZ, IMP",False,,1,1,1947,1947,0.75,0.75
317235,GARVEY'S,False,,1,1,1948,1948,0.75,0.75
252881,GRILLED FRESH CALF LIVER WITH BACON,False,,1,1,1957,1957,0.0,0.0
436282,MOET CHANDON FRAPPE,False,,1,1,1888,1888,,
99201,"SHERRY, DUFF, GORDON & CO",False,,1,1,1905,1905,0.75,1.5
195279,NEW-LAID EGGS,False,,7,7,1910,1910,0.0,0.0
196100,"LEG OF PORK, BEAN SALAD",False,,1,1,1910,1910,0.0,0.0
113553,COLD CAPON WITH SMITHFIELD HAM,False,,1,1,1905,1905,0.0,0.0
498274,POMMES SAUTÉES,False,,1,1,1913,1913,0.5,0.5
458876,"CH DILLON, N JOHNSTON",False,,1,1,0,0,0.0,0.0
282334,"BEEF PEPPER STEAK SERVED WITH VEGETABLE, SALAD, ROLL, AND CHOICE OF POTATO OR RICE",True,,1,1,1988,1988,3.75,3.75
102360,DAWSON'S,False,,1,1,1900,1900,1.5,1.5
307203,ROLET ROAST A LA CRIOLLA,False,,1,1,1944,1944,0.7,0.7
347572,"MARTINI COCKTAIL - GINE, FRENCH VERMOUTH, OLIVE",False,,1,1,1950,1950,0.0,0.0
451690,MONDAINE,False,,2,1,1914,1914,0.5,0.5
392843,"OYSTERS HALF SHELL, CAPE CODS",False,,2,2,1917,1918,0.3,0.3
317897,SANTA CLARA CABERNET,False,,1,1,1949,1949,0.0,0.0
443029,NEW POTATOES WOTH PARSLEY,False,,1,1,1916,1916,,
118531,TIMBALES DE FOIE-GRAS A LA PERIGORD,False,,1,1,1901,1901,0.0,0.0
44093,GREER'S SCTOCH WHISKEY,False,,1,1,1900,1900,1.5,1.5
358124,AYALA BRUT CHAMPAGNE,False,,1,1,1906,1906,0.0,0.0
109002,SARDINES AND EGGS,False,,1,1,1907,1907,0.3,0.3
200267,BRAISED LEG OF MUTTON,False,,2,2,1910,1910,0.0,0.0
342575,"COFFEE, PER POT OR CUP",False,,1,1,1901,1901,0.0,0.0
139437,FRECCIAROSSA,False,,5,5,1939,1958,0.0,5.0
489930,"OLD SEAL BRANDY, PONY",False,,1,1,1913,1913,5.0,25.0
1821,EXTRA FILET STEAK,False,,2,2,1900,1900,1.0,1.0
93212,"TRIPE IN CREAM WITH ONIONS, SHANLEY",False,,1,1,1900,1900,0.5,0.5
77130,FILETS DE BASSE RAYEE CARDINAL,False,,1,1,1906,1906,1.0,1.0
27792,MUTTON CHOPS [SPECIAL],False,,1,1,1900,1900,0.4,0.4
83230,VERMOUTH NOILLY PRAT OU TURIN,False,,1,1,1900,1900,0.0,0.0
133584,SELECTED DELICACIES FROM VARIOUS COUNTRIES,False,,1,1,1969,1969,0.0,0.0
335783,MILK PUNCH WITH EGG MIXED DRINK,False,,1,1,1941,1941,0.0,0.0
281411,"2 EGGS, ANY STYLE, SERVED WITH HASHBROWNS & HOT BUTTERED TOAST",False,,1,1,1988,1988,2.5,2.5
84787,HOT CORN MEAL MUSH AND MILK,False,,1,1,1899,1899,0.0,0.0
426958,"YOKAN, SWEET JAPANESE CONFECTIONS",False,,1,1,1985,1985,2.5,2.5
89407,"GREEN TURTLE, AUX COGNAC",False,,1,1,1899,1899,0.0,0.0
9474,"PLANKED BLUEFISH, MAITRE D'HOTEL",False,,3,3,1900,1901,,
240527,GRAPE FRUIT YOGHURT-MISCHGETRANKE,False,,1,1,1958,1958,0.0,0.0
176270,POMMES DE TERRE BRABANT,False,,2,2,1967,1969,0.8,0.8
149858,"ATLANTIC SWORDFISH STEAK CENTER CUT, CORIANDER BUTTER SAUCE",False,,1,1,1987,1987,17.0,17.0
232381,CHATEAU COULET 1961,False,,1,1,1967,1967,0.0,0.0
222074,"CHICKEN SAUTE CHASSEUR, WHITE WINE SAUCE, PARSLTY POTATO AND GREEN PEAS",False,,1,1,1966,1966,2.5,2.5
493727,"COUNTRY SAUSAGES, FRIED BANANAS",False,,0,0,0,0,0.0,0.0
474767,CANNETON GRILLE,False,,1,1,1912,1912,1.5,3.0
199800,GALANTINE DE VOLAILLE EN BELLE-VUE,False,,1,1,1910,1910,0.0,0.0
342720,NOISETTES DE PRE-SALE ARAGO,False,,1,1,1935,1935,0.0,0.0
307106,KEY WEST TURTLE SOUP,False,,3,3,1944,1948,0.0,0.0
456489,"EGGS, SCRAMBLED WITH TOMATO",False,,2,2,0,0,0.0,0.0
7250,"RENAULT BRANDY, 50 YEARS OLD",False,,5,5,1900,1900,6.0,6.0
146030,"TOURNEDOS, SCE, BEARNAISE",False,,1,1,0,0,0.0,0.0
176321,"VERMOUTH, FRANZ",False,,1,1,0,0,0.0,0.0
204426,KLONDIKE SORBET,False,,1,1,1910,1910,0.0,0.0
185351,BANANA CREAM PIE,False,,25,28,1939,1989,0.15,2.75
491518,SALADE DE BETTERAVE,False,,1,1,1962,1962,0.0,0.0
238136,GEM EIS MIT SAHNE,False,,2,2,1955,1958,0.0,0.0
368872,FINE CALIFORNIA WINE,False,,1,1,1948,1948,0.0,0.0
149809,"BRAUNES WURZFLIESCH MIT SPIEGELEI, SALZKARTOFFELN",False,,1,1,1958,1958,0.0,0.0
99653,FROGS' LEGS AND CHIVES,False,,1,1,1906,1906,1.25,1.25
108641,"MOSELBLUEMCHEN, SAARBACH & CO",False,,1,1,1900,1900,2.0,2.0
138730,SUNOMONO,False,,1,1,0,0,0.85,0.85
346186,EISBEIN MIT ERBSENBREI UND SAUERKOHL,False,,1,1,1935,1935,0.0,0.0
401018,"COLD LOBSTER, MAYONNAISE SAUCE, HALF",False,,1,1,1917,1917,0.8,0.8
246603,"MATJESFILET IN SAHNE MIT APFEL, ZWIEBEL, BUTTER UND KARTOFFELN",False,,1,1,1957,1957,0.0,0.0
337707,HOT WAGON SERVICE,False,,1,1,1937,1937,0.0,0.0
19565,BANANES A L'AIGRE-DOUX,False,,3,3,1906,1907,0.3,0.3
155223,KALBLEBERKUCHEN IN KREBSSAUCE MIT KALIFORNISCHEM SPARGEL,False,,1,1,0,0,0.0,0.0
261894,BEEF BOURGUIGNONNE - CUBES OF BEEF PREPARED WITH ONIONS AND BURGUNDY WINE,True,,1,1,1977,1977,0.0,0.0
438853,ALLEN'S WILD CAT,False,,1,1,1914,1914,,
78287,ROAST LEG OF MUTTON CURRANT JELLY,False,,3,3,1900,1917,0.35,0.35
453450,CALF'S FOOT À LA WINDSOR,False,,2,2,1900,1900,0.25,0.4
115684,FILET OF SOLE FRIED OR VIN BLANC,False,,1,1,1905,1905,0.6,0.6
49103,BOILED SMOKED OX-TONGUE,False,,1,1,1900,1900,0.0,0.0
6683,CUT ORANGES,False,,4,4,1900,1900,0.0,0.0
66536,TIMBALES DE RIZ A LA MILANAISE,False,,1,1,1885,1885,0.0,0.0
476414,FRENCH VANILLA [ICE CREAM] IN GLASS,False,,3,3,1918,1918,0.25,0.25
486047,"COUNTRY SAUSAGES, FRIED EGG AND BROILED BACON",False,,1,1,1913,1913,0.3,0.3
215727,PERSKE EN ROOMYS,False,,1,1,1973,1973,0.0,0.0
443452,PERRIER,False,,3,3,1914,1933,0.15,0.6
97922,SWEETBREAD WITH SPINACH,False,,1,1,1884,1884,0.8,0.8
353150,ASSORTIMENTS DE FRIANDISES,False,,1,1,1932,1932,0.0,0.0
392186,FRESH CORN WITH PAPRIKA,False,,6,6,1917,1917,0.3,0.3
355311,BISCUIT GLACE MCALPIN,False,,2,2,1933,1933,0.0,0.0
20365,"THEE, KAFFEE, HAFERCACAO",False,,1,1,1900,1900,0.0,0.0
184225,BREAD AND BUTTER: WHITE,False,,2,2,1938,1938,0.15,0.15
509112,BORDEAUX ROUGE: SAUTERNES CLOS MERCIER 1966,False,,1,1,1971,1971,0.0,0.0
344502,MACEDOINE DE FRUITS AU MARASQUIN,False,,1,1,1935,1935,0.0,0.0
430901,"CANADIAN CLUB WHISKEY, GLASS, BOT",False,,1,1,1914,1914,0.15,1.5
314543,"BROILED PORK CHOPS, APPLE SAUCE, VEGETABLE, POTATO",False,,1,1,1948,1948,1.75,1.75
89220,KALBS-ROULADE,False,,1,1,1901,1901,0.0,0.0
476757,"LOBSTER SALAD, CHICKEN",False,,1,1,1943,1943,1.5,1.5
384488,LARDED SIRLOIN OF BEEF,True,,1,1,1918,1918,,
455520,CREAM FRESH TOMATOES SOUP WITH TAPIOCA,False,,1,1,0,0,0.0,0.0
297102,"FRESH FRUIT SALAD, COUNTRY COTTAGE CHEESE, SOUR CREAM SALAD DRESSING",False,,1,1,1955,1955,1.95,1.95
150496,VEAL FILLETS WITH FRESH GRAPES IN MUSHROOM AND CREAM SAUCE (VITELLO 'WHITE ELEPHANT'),False,,1,1,1972,1972,0.0,0.0
71459,L ROEDERER BRUT,False,,2,2,1905,1905,2.0,4.0
397136,POUSSIN,False,,1,1,1917,1917,1.6,1.6
170007,FOIE DE CANARD FRAIS AUX RAISINS,False,,1,1,1970,1970,0.0,0.0
1037,CAVIAR ON TOAST,False,,135,138,1890,1940,0.0,35.0
512068,GEFÜLLTES MELONENSCHIFFCHEN MIT SHRIMPS UND KÄSEWÜRFELN,False,,1,1,0,0,0.0,0.0
10679,"BAKED FRESH MACKEREL, CREOLE",False,,3,3,1900,1901,0.25,0.6
96287,BOWL OF COLD RICE AND MILK,False,,1,1,1900,1900,0.1,0.1
475835,SLICED LONDON BROIL AU JUS,False,,1,1,1998,1998,11.99,11.99
122628,HARPER WHISKEY,False,,1,1,1897,1897,0.0,0.0
311431,"FRESH SELECT FISH, DU JOUR",False,,4,4,1943,1946,0.0,0.0
189312,PEA PODS WITH WATER CHESNUTS AND PORK,False,,1,1,0,0,0.0,0.0
56190,AND COLD DISHES,False,,1,1,1901,1901,,
511737,"CHILD'S PLATE TACO, TOSTADA, OR TAMALE, WITH BEANS OR POSOLE, BEVERAGE 250",False,,1,0,1987,1987,2.5,2.5
172711,"KALBSSCHNITZEL MIT BRAUNEM KNOBLAUCH, TOMATENNUDELN UND SALAT - ESCALOPE DE VEAU GOUSSE D'AIL AVEC NOUILLES AUX HERBES ET SALADE - EXCALOPE OF VEAL WITH GARLIC, NOODLES WITH HERBS AND SALAD",False,,1,1,1987,1987,0.0,0.0
388844,"OXFORD CLUB, DRY",False,,4,4,1917,1918,0.3,2.5
291963,OX-TONGUE MIKADO,False,,1,1,1963,1963,0.0,0.0
203577,BAYERISCHE CREME,False,,1,1,1910,1910,0.0,0.0
217494,"SADDLE OF BABY LAMB SARDALAISE, JELLY OR MINT SAUCE",False,,1,1,1973,1973,0.0,0.0
183272,CHRISTMAS FRUIT CAKE,False,,5,5,1955,1963,0.0,0.0
349996,"VEAL CUTLET SMOTHERED WITH PAPRIKA, HUNGARIAN STYLE, SPATZELIS IN BROWN BUTTER",False,,1,1,1933,1933,1.0,1.0
117529,"ROAST FANCY CAPON, CELERY DRESSING, COMPOTE",False,,1,1,1907,1907,0.0,0.0
452933,SQUAB CASSEROLE,False,,1,1,0,0,0.0,0.0
465817,"FRIED FILET OF ENGLISH SOLE, SAUCE VERTE, JULIENNE POTATOES",False,,1,1,1917,1917,0.35,0.35
264903,SALADE MONEGASQUE,False,,1,1,1964,1964,0.0,0.0
407602,"ROAST SPRING LAMB, MINT SAUCE (READY)",False,,1,1,1917,1917,0.9,0.9
466530,SCOTCH HIGHBALLS,False,,1,1,1912,1912,0.15,0.15
369653,CONSUMME (LIQUIDE OR JELLY) OKRA,False,,1,1,1933,1933,0.0,0.0
280767,"FISH CAKES, WITH ONE FRIED EGG, AND COFFEE, TEA OR COCOA",False,,1,1,1900,1900,0.25,0.25
235215,"KARTOFFELN, GEBACKENE",False,,2,2,1929,1969,0.0,0.0
367188,"VOL AU VENT OF CHICKEN, FRESH STRING BEANS, STRAW POTATOES, CHOICE OF SALAD OR DESSERT, COFFEE OR TEA",False,,1,1,1933,1933,0.0,0.0
296930,COUPES: FAVORITE,False,,1,1,1955,1955,0.5,0.5
292734,"ORIG UNG GOULASCH, DILLGURKE, KOPFSALAT",False,,1,1,1958,1958,0.0,0.0
116691,OMELETTE WITH SAUSAGE,False,,1,1,1901,1901,0.0,0.0
445997,CREAM OF TOMATOES [SOUP],False,,1,1,1917,1917,0.25,0.25
189960,FRIED RICE WITH PORK,False,,2,2,0,0,3.95,3.95
492738,"EGG, TETRAZINI",False,,1,1,1913,1913,0.3,0.3
252193,"PINOT CHARDONNAY LES CHARMES, 1983",False,,1,1,1985,1985,0.0,0.0
103083,JULIENUE,False,,1,1,1900,1900,0.1,0.1
477034,POMMES DE TERRE PARISIENNES,False,,5,5,1913,1913,,
411430,AFRICAN ICE,False,,1,1,1917,1917,0.5,0.5
144665,SAUMON BOUILLI,False,,1,1,0,0,0.0,0.0
275445,CLARET ORANGEADE,False,,5,5,1944,1961,0.35,0.95
151584,BOURBON WHISKY FOUR ROSES 4 CL,False,,1,1,1966,1966,0.0,0.0
481361,"STUFFED TURKEY, CRANBERRY SAUCE",False,,1,1,0,0,0.0,0.0
184063,BAKED IN JACKET POTATO AND TOSSED GREEN GROCERS SALAD,False,,1,1,0,0,0.0,0.0
7722,"FRIED SCALLOPS, TOMATO SAUCE",False,,10,10,1900,1910,0.35,0.6
134389,HELDERE SCHILDPADSOEP,False,,1,1,0,0,0.0,0.0
311757,"UNJOINTED FRIED HALF SPRING CHICKEN ON TOAST, COUNTRY GRAVY",False,,1,1,1946,1946,0.0,0.0
311889,COLORADO SNOW WATER RAINBOW TROUT SAUTE MEUNIERE,False,,1,1,1946,1946,0.0,0.0
161514,JOHANNISBEERSAFT,False,,8,8,1955,1988,0.0,0.0
500911,"LAMB CHOP, CARDINALICE",False,,1,1,1913,1913,0.65,0.65
225620,GEBACKENE EIER AMERICAINE MIT GEGRILLTEM SPECK,False,,1,0,1965,1965,0.0,0.0
255653,MARYLAND SHAD ROE,False,,1,1,1962,1962,2.75,2.75
284948,"1952 ZELTINGER HIMMELREICH, SPATLESE, NATURREIN, WACHSTUM BERNHARD SCHEER, ORIGINALKELLERABZUG, KORKBRAND",False,,1,1,1954,1954,0.0,0.0
361694,"STEAMED CLAMS, DRAWN BUTTER, PICKLED CABBAGE, SALTINES, CLAM BROTH",False,,1,1,1941,1941,0.0,0.0
383035,"WEHLENER ROSENBERG, 1907, 1/2 BOTTLE, BOTTLE",False,,1,1,1916,1916,0.8,1.5
420546,FRESH MUSHROOMS SAUTE,False,,1,1,1918,1918,0.65,0.65
499315,BROILED OR FRIED GREEN BLUEFISH,False,,1,1,1913,1913,0.25,0.25
484160,OMELETTE KÖNIGIN-ART,False,,1,1,0,0,0.0,0.0
290401,TRENETTE WITH TOMATO SAUCE,False,,1,1,1963,1963,0.0,0.0
83430,FINNAN HADDIE OR STRIPED BASS,False,,1,1,1905,1905,0.5,0.5
160969,"SCHILDKROTENSUPPE ECHT, LACROIX",False,,1,1,0,0,0.0,0.0
154231,FIGUES MATIGNON,False,,1,1,0,0,0.0,0.0
336147,LE WATER MELON FRAPPE,False,,1,1,1937,1937,0.0,0.0
503063,"HALF COLD LOBSTER, SLICED TOMATOES",False,,1,1,1913,1913,0.4,0.4
306163,"LE COQ DE CHOIX A LA CREME ET AU FOIE GRAS, FLAMBE AU COGNAC",False,,1,1,1944,1944,4.0,4.0
341463,TESTA DI MORO,False,,1,1,1980,1980,0.0,0.0
501864,"CANARD MALLARD, ROTI,",False,,1,1,1916,1916,,
110488,HEPTOL SPLITS,False,,1,1,1907,1907,0.15,0.15
378372,WAX BEANS,False,,4,4,1915,1919,0.3,0.3
366530,"BOILED GASPE SALMON, SAUCE FLEURETTE",False,,1,1,1927,1927,0.0,0.0
445322,BACON AND EGGS (BEECHNUT),False,,17,17,1913,1914,0.25,0.35
355492,ROMAINE AND PINEAPPLE SALAD,False,,23,25,1912,1933,0.4,0.4
455025,CHERKINS,False,,1,0,0,0,0.0,0.0
453202,CREME DU NORD,False,,1,1,0,0,0.0,0.0
