LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
100000,HONOLULU,HI,96818,722511.0,Sole Proprietorship,Unknown,,Unanswered,22.0,04/05/2020,FIRST HAWAIIAN BANK,HI-01
61100,HONOLULU,HI,96826,531390.0,Corporation,Unknown,,Unanswered,5.0,04/13/2020,Central Pacific Bank,HI-01
24333,KAILUA KONA,HI,96740,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,5.0,2020-04-30,Cross River Bank,HI-02
20833,KANEOHE,HI,96744,541211.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-02
16400,HONOLULU,HI,96830,238320.0,Sole Proprietorship,Unknown,,Unanswered,1.0,06/03/2020,Cache Valley Bank,HI-01
79700,HONOLULU,HI,96813,531130.0,Limited  Liability Company(LLC),Unknown,,Unanswered,12.0,04/15/2020,Central Pacific Bank,HI-01
4697,WAIALUA,HI,96791,522320.0,Independent Contractors,Unanswered,Unanswered,Unanswered,8.0,05/06/2020,FIRST HAWAIIAN BANK,HI-02
120000,HILO,HI,96720,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,41.0,04/16/2020,"American Savings Bank, FSB(First State Bank)",HI-02
25000,HILO,HI,96720,621310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/10/2020,Central Pacific Bank,HI-02
41700,HONOLULU,HI,96814,221118.0,Corporation,Unanswered,Male Owned;,Non-Veteran,2.0,04/09/2020,Central Pacific Bank,HI-01
13499,KAHULUI,HI,96732,423620.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
132000,HONOLULU,HI,96813,621111.0,Corporation,Unknown,,Unanswered,8.0,04/27/2020,Bank of Hawaii,HI-01
7899.8,LAHAINA,HI,96761,621399.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2020-07-22,"Fundbox, Inc.",HI-02
89000,HONOLULU,HI,96813,236220.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Live Oak Banking Company,HI-01
20833,HONOLULU,HI,96816,236115.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,HI-01
84400,MAKAWAO,HI,96768,221310.0,Corporation,White,Male Owned,Non-Veteran,6.0,04/14/2020,FIRST HAWAIIAN BANK,HI-02
86300,PUUNENE,HI,96784,238310.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,HI-02
50000,KAILUA KONA,HI,96734,541310.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,6.0,04/06/2020,Central Pacific Bank,HI-02
2099.31,HONOLULU,HI,96825,812112.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Celtic Bank Corporation,HI-01
49210,HONOLULU,HI,96817,813110.0,Non-Profit Organization,Unknown,,Unanswered,,04/27/2020,Bank of Hawaii,HI-01
16300,KAPAA,HI,96746,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,40.0,05/03/2020,Gather FCU,HI-02
65600,HONOLULU,HI,96813,541211.0,Corporation,Asian,Female,Non-Veteran,,04/14/2020,Central Pacific Bank,HI-01
9000,HONOLULU,HI,96813,541110.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/12/2020,Bank of Hawaii,HI-01
3400,LIHUE,HI,96766,311811.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/08/2020,Central Pacific Bank,HI-02
5000,HONOLULU,HI,96816,485310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/16/2020,Central Pacific Bank,HI-01
14426,LIHUE,HI,96766,711211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,6.0,2020-04-30,Cross River Bank,HI-02
21890,HONOLULU,HI,96819,722513.0,Corporation,Unknown,,Unanswered,6.0,04/27/2020,Bank of Hawaii,HI-01
29500,HONOLULU,HI,96817,722511.0,Corporation,Asian,Male Owned;,Non-Veteran,3.0,04/03/2020,Ohana Pacific Bank,HI-01
4252,KAILUA KONA,HI,96734,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,07/20/2020,"Kabbage, Inc.",HI-02
147800,HONOLULU,HI,96819,445210.0,Corporation,Unknown,,Unanswered,17.0,04/06/2020,Central Pacific Bank,HI-01
23700,HONOLULU,HI,96814,561730.0,Corporation,Unanswered,Male Owned,Non-Veteran,0.0,05/08/2020,Central Pacific Bank,HI-01
79582,HONOLULU,HI,96815,722511.0,Limited  Liability Company(LLC),Unknown,,Unanswered,15.0,04/27/2020,Bank of Hawaii,HI-01
56800,HONOLULU,HI,96821,621111.0,Corporation,Unknown,,Unanswered,1.0,04/11/2020,Central Pacific Bank,HI-01
20800,HILO,HI,96720,541618.0,Independent Contractors,Unanswered,Male Owned,Unanswered,1.0,04/29/2020,Ohana Pacific Bank,HI-02
4122,KAPOLEI,HI,96707,523930.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,3.0,05/19/2020,FIRST HAWAIIAN BANK,HI-02
115400,KEAAU,HI,96749,424930.0,Corporation,Unanswered,Unanswered,Unanswered,30.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
15000,HONOLULU,HI,96817,236118.0,Sole Proprietorship,Unknown,,Unanswered,1.0,2020-05-18,"American Savings Bank, FSB(First State Bank)",HI-01
143100,HONOLULU,HI,96813,541110.0,Corporation,Unknown,,Unanswered,9.0,04/06/2020,"ASB, FSB",HI-01
37570,WAILUKU,HI,96793,531311.0,Partnership,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,HI-02
9375,HONOLULU,HI,96817,722515.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Non-Veteran,5.0,04/15/2020,Central Pacific Bank,HI-01
8125,HAIKU,HI,96708,561730.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
3400,KAILUA KONA,HI,96740,611610.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,2.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
4700,HONOLULU,HI,96819,722513.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,04/16/2020,Central Pacific Bank,HI-01
9148,KULA,HI,96790,541930.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,08/07/2020,"Kabbage, Inc.",HI-02
40170,WAIPAHU,HI,96797,114111.0,Partnership,Unanswered,Unanswered,Unanswered,2.0,07/09/2020,"Kabbage, Inc.",HI-01
82700,KAHULUI,HI,96732,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,11.0,2020-04-30,First Foundation Bank,HI-02
20832.5,HONOLULU,HI,96816,999990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
23100,HONOLULU,HI,96821,448120.0,Corporation,Unknown,,Unanswered,1.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
61345,EWA BEACH,HI,96706,722511.0,Corporation,Unknown,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,HI-01
26000,KULA,HI,96790,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
19700,LIHUE,HI,96766,812910.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,4.0,04/11/2020,"American Savings Bank, FSB",HI-02
26900,KANEOHE,HI,96744,541211.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,4.0,04/16/2020,"American Savings Bank, FSB(First State Bank)",HI-02
17377,HONOLULU,HI,96817,541211.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-01
10000,HONOLULU,HI,96815,561520.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,06/30/2020,Cross River Bank,HI-01
3621,LAHAINA,HI,96761,812113.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,08/05/2020,"Kabbage, Inc.",HI-02
19100,AIEA,HI,96701,441120.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,5.0,04/28/2020,Central Pacific Bank,HI-01
41400,HONOLULU,HI,96814,621111.0,Corporation,White,Male Owned;,Non-Veteran,4.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
7500,LAHAINA,HI,96761,713990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-02
11500,HONOLULU,HI,96816,531210.0,Corporation,Unknown,,Unanswered,2.0,04/06/2020,Central Pacific Bank,HI-01
7188,HONOLULU,HI,96816,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/03/2020,FIRST HAWAIIAN BANK,HI-01
3300,HONOLULU,HI,96813,561720.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,05/14/2020,"American Savings Bank, FSB(First State Bank)",HI-01
5600,HALEIWA,HI,96712,561720.0,Independent Contractors,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
102865,HONOLULU,HI,96819,621210.0,Corporation,Asian,Female,Non-Veteran,,04/15/2020,Central Pacific Bank,HI-01
12000,KANEOHE,HI,96744,611430.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,HI-02
2645.79,HONOLULU,HI,96814,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/03/2020,Celtic Bank Corporation,HI-01
8800,KIHEI,HI,96753,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,2020-05-18,"American Savings Bank, FSB(First State Bank)",HI-02
58102,KAILUA KONA,HI,96740,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,05/01/2020,"JPMorgan Chase Bank, National Association",HI-02
42100,KAILUA KONA,HI,96740,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,5.0,04/09/2020,Central Pacific Bank,HI-02
63900,HONOLULU,HI,96816,812910.0,Limited  Liability Company(LLC),Unanswered,Female,Non-Veteran,4.0,04/10/2020,Central Pacific Bank,HI-01
23300,HONOLULU,HI,96817,621111.0,Corporation,Unanswered,Female Owned;,Non-Veteran,0.0,05/21/2020,Central Pacific Bank,HI-01
11687.02,LIHUE,HI,96766,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,0.0,05/15/2020,Celtic Bank Corporation,HI-02
5502.26,EWA BEACH,HI,96706,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,Celtic Bank Corporation,HI-01
39700,AIEA,HI,96701,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/13/2020,Central Pacific Bank,HI-01
33977,HONOLULU,HI,96814,621111.0,Corporation,Unknown,,Unanswered,4.0,04/27/2020,Bank of Hawaii,HI-01
3100,HONOLULU,HI,96825,813319.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
62690,KAPOLEI,HI,96707,621112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,11.0,05/04/2020,FIRST HAWAIIAN BANK,HI-02
115200,HONOLULU,HI,96825,722310.0,Corporation,Unanswered,Male Owned,Non-Veteran,10.0,04/14/2020,"Readycap Lending, LLC",HI-01
78792.5,MILILANI,HI,96789,238120.0,Corporation,Unanswered,Unanswered,Unanswered,8.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
11400,HONOLULU,HI,96817,451130.0,Self-Employed Individuals,Unknown,,Unanswered,0.0,05/12/2020,Central Pacific Bank,HI-01
19100,WAILUKU,HI,96793,238220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-02
11908,HONOLULU,HI,96814,531390.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Non-Veteran,1.0,04/28/2020,Central Pacific Bank,HI-01
8238.69,KAILUA KONA,HI,96740,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,06/23/2020,Celtic Bank Corporation,HI-02
14900,HONOLULU,HI,96817,531390.0,Corporation,Unknown,,Unanswered,2.0,04/06/2020,FIRST HAWAIIAN BANK,HI-01
12700,HONOLULU,HI,96814,561520.0,Corporation,Asian,Male Owned;,Non-Veteran,3.0,04/04/2020,Ohana Pacific Bank,HI-01
17600,KALAHEO,HI,96741,561599.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/06/2020,MBE Capital Partners,HI-02
42002,KANEOHE,HI,96744,523930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,4.0,05/05/2020,FIRST HAWAIIAN BANK,HI-02
25590,KAPOLEI,HI,96707,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,3.0,05/02/2020,FIRST HAWAIIAN BANK,HI-02
16100,KIHEI,HI,96753,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
15000,HONOLULU,HI,96816,621111.0,Sole Proprietorship,Unknown,,Unanswered,4.0,04/06/2020,Central Pacific Bank,HI-01
6400,KEAAU,HI,96749,236115.0,Corporation,Unanswered,Male Owned,Non-Veteran,1.0,04/08/2020,Central Pacific Bank,HI-02
69890,KAPAA,HI,96746,236118.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,5.0,04/14/2020,FIRST HAWAIIAN BANK,HI-02
7900,MILILANI,HI,96789,812990.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,2020-05-18,"American Savings Bank, FSB(First State Bank)",HI-01
20800,HONOLULU,HI,96815,541110.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/16/2020,Central Pacific Bank,HI-01
5936.27,KAHULUI,HI,96732,532490.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/14/2020,HawaiiUSA FCU,HI-02
7800,KAILUA KONA,HI,96740,423920.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/17/2020,BancFirst,HI-02
8400,WAIPAHU,HI,96797,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,04/09/2020,Central Pacific Bank,HI-01
8750,HONOLULU,HI,96818,423940.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,Celtic Bank Corporation,HI-01
17800,EWA BEACH,HI,96706,531320.0,Corporation,Unknown,Unanswered,Unanswered,0.0,05/13/2020,Central Pacific Bank,HI-01
10400,HAIKU,HI,96708,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,2020-04-30,"American Savings Bank, FSB(First State Bank)",HI-02
2725,HONOLULU,HI,96825,541990.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/28/2020,Bank of Hawaii,HI-01
125100,HONOLULU,HI,96819,493110.0,Corporation,White,Male Owned,Veteran,18.0,04/15/2020,Hawaii National Bank.,HI-01
20800,HONOLULU,HI,96822,561990.0,Limited  Liability Company(LLC),Asian,Female Owned;,Non-Veteran,1.0,2020-04-30,Hawaii National Bank.,HI-01
98000,HILO,HI,96720,524210.0,Corporation,Unanswered,Unanswered,Unanswered,10.0,04/07/2020,Central Pacific Bank,HI-02
25105,HALEIWA,HI,96712,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/07/2020,Bank of Hawaii,HI-02
9027,HONOLULU,HI,96816,541921.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,2020-05-18,Bank of Hawaii,HI-01
86935,HONOLULU,HI,96813,722410.0,Corporation,Unknown,,Unanswered,,04/13/2020,Bank of Hawaii,HI-01
14300,HONOLULU,HI,96817,531390.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-01
15675,HONOLULU,HI,96814,923110.0,Non-Profit Organization,Unknown,,Unanswered,,04/28/2020,Bank of Hawaii,HI-01
3802.5,WAIKOLOA,HI,96738,236220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/06/2020,FIRST HAWAIIAN BANK,HI-02
63700,HONOLULU,HI,96817,424990.0,Corporation,Unknown,,Unanswered,5.0,05/02/2020,"American Savings Bank, FSB(First State Bank)",HI-01
14851,HONOLULU,HI,96821,812990.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/06/2020,FIRST HAWAIIAN BANK,HI-01
19865,HONOLULU,HI,96817,444190.0,Sole Proprietorship,Unknown,,Unanswered,,06/04/2020,Bank of Hawaii,HI-01
15240,ELEELE,HI,96705,487210.0,Corporation,Unanswered,Unanswered,Unanswered,,04/08/2020,Bank of Hawaii,HI-02
2000,KURTISTOWN,HI,96760,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/28/2020,Central Pacific Bank,HI-02
68655,KAILUA KONA,HI,96740,236220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Central Pacific Bank,HI-02
78100,HONOLULU,HI,96839,423430.0,Corporation,Unknown,,Unanswered,5.0,04/09/2020,Central Pacific Bank,HI-01
47250,HILO,HI,96720,541219.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,07/27/2020,"FC MARKETPLACE, LLC (DBA FUNDING CIRCLE)",HI-02
6357,HONOLULU,HI,96816,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,07/27/2020,HawaiiUSA FCU,HI-01
14900,KAPAA,HI,96746,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/06/2020,Central Pacific Bank,HI-02
61235,HILO,HI,96721,484110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,8.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
62900,WAIPAHU,HI,96797,621320.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-01
8000,HONOLULU,HI,96814,813110.0,Professional Association,Unknown,,Unanswered,1.0,04/06/2020,"ASB, FSB",HI-01
31225,KUNIA,HI,96759,813910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
72100,HILO,HI,96720,541211.0,Partnership,Unanswered,Unanswered,Unanswered,4.0,06/25/2020,Hawaii National Bank.,HI-02
25800,LIHUE,HI,96766,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,4.0,04/29/2020,FIRST HAWAIIAN BANK,HI-02
5900,HONOLULU,HI,96816,711510.0,Corporation,White,Male Owned;,Unanswered,2.0,04/09/2020,Central Pacific Bank,HI-01
26200,AIEA,HI,96701,621111.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,2.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-01
3750,KULA,HI,96790,115112.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,04/12/2020,Bank of Hawaii,HI-02
21000,WAHIAWA,HI,96786,621210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,5.0,04/09/2020,Central Pacific Bank,HI-02
60757.5,HONOLULU,HI,96819,541940.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,5.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
73100,HONOLULU,HI,96817,541613.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Non-Veteran,3.0,04/09/2020,FIRST HAWAIIAN BANK,HI-01
69100,WAIANAE,HI,96792,621210.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/09/2020,Central Pacific Bank,HI-02
10600,HONOLULU,HI,96814,448150.0,Limited  Liability Company(LLC),Unknown,,Unanswered,6.0,04/14/2020,Central Pacific Bank,HI-01
109400,MOUNTAIN VIEW,HI,96771,111422.0,Corporation,Unanswered,Unanswered,Unanswered,21.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
2500,HONOLULU,HI,96816,812199.0,Limited  Liability Company(LLC),Black or African American,Female,Unanswered,1.0,04/12/2020,HawaiiUSA FCU,HI-01
2500,HONOLULU,HI,96821,238350.0,Subchapter S Corporation,Unknown,,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
7250,HILO,HI,96720,531210.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,0.0,05/01/2020,Central Pacific Bank,HI-02
6250,HONOLULU,HI,96819,485320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/09/2020,Central Pacific Bank,HI-01
275,WAIANAE,HI,96792,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,04/28/2020,Bank of Hawaii,HI-02
34400,HONOLULU,HI,96826,722515.0,Limited  Liability Company(LLC),Asian,Female Owned;,Non-Veteran,12.0,05/05/2020,Hawaii National Bank.,HI-01
20800,HONOLULU,HI,96819,541110.0,Sole Proprietorship,Unknown,,Unanswered,4.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-01
20800,KAILUA KONA,HI,96740,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/12/2020,Central Pacific Bank,HI-02
20832,WAILUKU,HI,96793,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/05/2020,Bank of Hawaii,HI-02
15000,HONOLULU,HI,96822,522130.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1.0,04/28/2020,"American Savings Bank, FSB",HI-01
98582,HONOLULU,HI,96819,484110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
29553.7,KAILUA KONA,HI,96740,621210.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,6.0,06/15/2020,"TIAA Bank, A Division of",HI-02
99300,HONOLULU,HI,96825,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Unanswered,20.0,04/06/2020,"ASB, FSB",HI-01
44700,HONOLULU,HI,96816,515112.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,4.0,04/13/2020,"Readycap Lending, LLC",HI-01
12100,HONOLULU,HI,96816,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,06/02/2020,Central Pacific Bank,HI-01
6019,KAILUA KONA,HI,96745,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/11/2020,"Kabbage, Inc.",HI-02
6422,WAIANAE,HI,96792,236115.0,Corporation,Unanswered,Male Owned,Non-Veteran,0.0,2020-04-30,Central Pacific Bank,HI-02
19400,HONOLULU,HI,96821,531210.0,Sole Proprietorship,Asian,Female,Non-Veteran,1.0,2020-06-29,Ohana Pacific Bank,HI-01
5000,AIEA,HI,96701,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-01
1500,HONOLULU,HI,96822,531210.0,Corporation,White,Male Owned;,Non-Veteran,1.0,04/10/2020,Central Pacific Bank,HI-01
7700,HONOLULU,HI,96816,485310.0,Independent Contractors,Unknown,,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
12500,HONOLULU,HI,96817,524210.0,Subchapter S Corporation,Unknown,,Unanswered,1.0,04/10/2020,FIRST HAWAIIAN BANK,HI-01
2500,HONOLULU,HI,96815,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
18209,KAILUA KONA,HI,96740,621111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/28/2020,Bank of Hawaii,HI-02
8425,PRINCEVILLE,HI,96722,621330.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,05/06/2020,Bank of Hawaii,HI-02
69200,HONOLULU,HI,96822,236115.0,Corporation,Unknown,,Unanswered,4.0,04/15/2020,"American Savings Bank, FSB(First State Bank)",HI-01
19700,PAHOA,HI,96778,722513.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,05/02/2020,Central Pacific Bank,HI-02
29745,MAKAWAO,HI,96768,611519.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-02
13200,HONOLULU,HI,96814,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Central Pacific Bank,HI-01
6700,KAHULUI,HI,96732,561720.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,1.0,05/03/2020,"American Savings Bank, FSB",HI-02
33800,KAILUA KONA,HI,96734,238210.0,Sole Proprietorship,White,Male Owned,Non-Veteran,6.0,04/10/2020,Central Pacific Bank,HI-02
16413,HONOLULU,HI,96819,453998.0,Corporation,Asian,Male Owned;,Veteran,,04/16/2020,Central Pacific Bank,HI-01
10070,HONOLULU,HI,96815,424330.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,05/07/2020,Bank of Hawaii,HI-01
103000,HONOLULU,HI,96817,621511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,05/02/2020,FIRST HAWAIIAN BANK,HI-01
3300,AIEA,HI,96701,541519.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/14/2020,Central Pacific Bank,HI-01
3700,KANEOHE,HI,96744,812112.0,Sole Proprietorship,Asian,Female Owned,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",HI-02
5500,HALEIWA,HI,96712,238990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-02
5000,LIHUE,HI,96766,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,Gather FCU,HI-02
5700,HALEIWA,HI,96712,238140.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/11/2020,"American Savings Bank, FSB(First State Bank)",HI-02
30400,HAIKU,HI,96708,238160.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,8.0,04/06/2020,"ASB, FSB",HI-02
1600,WAILUKU,HI,96793,722310.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1.0,06/16/2020,Customers Bank,HI-02
3888,KAILUA KONA,HI,96740,453998.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,06/23/2020,Cross River Bank,HI-02
20833,WAILUKU,HI,96793,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/14/2020,Central Pacific Bank,HI-02
19707,HONOLULU,HI,96825,812930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,4.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
30370,AIEA,HI,96701,722513.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,04/13/2020,Bank of Hawaii,HI-01
66300,AIEA,HI,96701,541330.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,04/14/2020,Central Pacific Bank,HI-01
1000,HAIKU,HI,96708,621399.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Celtic Bank Corporation,HI-02
10100,WAIPAHU,HI,96797,541211.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,0.0,05/02/2020,"American Savings Bank, FSB",HI-01
85000,HONOLULU,HI,96814,451110.0,Corporation,Unanswered,Unanswered,Unanswered,,04/16/2020,Central Pacific Bank,HI-01
35200,WAILUKU,HI,96793,423440.0,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,3.0,04/05/2020,"ASB, FSB",HI-02
