id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
240527,grape fruit yoghurt-mischgetranke,,1,1,1958,1958,0.0,0.0
176270,Pommes de terre brabant,,2,2,1967,1969,0.8,0.8
149858,"ATLANTIC SWORDFISH STEAK. Center cut, Coriander Butter Sauce",,1,1,1987,1987,17.0,17.0
232381,Chateau Coulet 1961,,1,1,1967,1967,0.0,0.0
222074,"Chicken Saute Chasseur, White Wine Sauce, Parslty Potato and Green Peas",,1,1,1966,1966,2.5,2.5
493727,"Country Sausages, Fried Bananas",,0,0,0,0,0.0,0.0
474767,Canneton grille,,1,1,1912,1912,1.5,3.0
199800,Galantine de Volaille en Belle-Vue,,1,1,1910,1910,0.0,0.0
342720,Noisettes de Pre-sale Arago,,1,1,1935,1935,0.0,0.0
307106,Key West Turtle Soup,,3,3,1944,1948,0.0,0.0
456489,"Eggs, Scrambled with Tomato",,2,2,0,0,0.0,0.0
7250,"Renault Brandy, 50 years old",,5,5,1900,1900,6.0,6.0
146030,"Tournedos, sce, bearnaise",,1,1,0,0,0.0,0.0
176321,"Vermouth, franz",,1,1,0,0,0.0,0.0
204426,Klondike Sorbet,,1,1,1910,1910,0.0,0.0
185351,Banana Cream Pie,,25,28,1939,1989,0.15,2.75
491518,Salade de betterave,,1,1,1962,1962,0.0,0.0
238136,Gem. Eis mit Sahne,,2,2,1955,1958,0.0,0.0
368872,Fine California Wine,,1,1,1948,1948,0.0,0.0
149809,"Braunes Wurzfliesch mit Spiegelei, Salzkartoffeln",,1,1,1958,1958,0.0,0.0
99653,Frogs' legs and chives,,1,1,1906,1906,1.25,1.25
108641,"Moselbluemchen, Saarbach & Co.",,1,1,1900,1900,2.0,2.0
138730,Sunomono,,1,1,0,0,0.85,0.85
346186,Eisbein mit Erbsenbrei und Sauerkohl,,1,1,1935,1935,0.0,0.0
401018,"Cold Lobster, Mayonnaise Sauce, half",,1,1,1917,1917,0.8,0.8
246603,"Matjesfilet in Sahne mit Apfel, Zwiebel, Butter und Kartoffeln",,1,1,1957,1957,0.0,0.0
337707,Hot Wagon Service,,1,1,1937,1937,0.0,0.0
19565,Bananes a l'aigre-doux,,3,3,1906,1907,0.3,0.3
155223,Kalbleberkuchen in Krebssauce mit kalifornischem Spargel,,1,1,0,0,0.0,0.0
261894,BEEF BOURGUIGNONNE - Cubes of beef prepared with onions and Burgundy wine,,1,1,1977,1977,0.0,0.0
438853,Allen's Wild Cat,,1,1,1914,1914,,
78287,Roast Leg of Mutton Currant Jelly,,3,3,1900,1917,0.35,0.35
453450,Calf's foot à la Windsor,,2,2,1900,1900,0.25,0.4
115684,Filet of sole fried or vin blanc,,1,1,1905,1905,0.6,0.6
49103,Boiled Smoked ox-tongue,,1,1,1900,1900,0.0,0.0
6683,CUT ORANGES,,4,4,1900,1900,0.0,0.0
66536,Timbales de riz a la Milanaise,,1,1,1885,1885,0.0,0.0
476414,French vanilla [ice cream] in glass,,3,3,1918,1918,0.25,0.25
486047,"Country sausages, fried egg and broiled bacon",,1,1,1913,1913,0.3,0.3
215727,Perske en roomys,,1,1,1973,1973,0.0,0.0
443452,perrier,,3,3,1914,1933,0.15,0.6
97922,Sweetbread with spinach,,1,1,1884,1884,0.8,0.8
353150,Assortiments de Friandises,,1,1,1932,1932,0.0,0.0
392186,Fresh Corn with paprika,,6,6,1917,1917,0.3,0.3
355311,Biscuit Glace McAlpin,,2,2,1933,1933,0.0,0.0
20365,"Thee, Kaffee, Hafercacao",,1,1,1900,1900,0.0,0.0
184225,Bread and Butter: White,,2,2,1938,1938,0.15,0.15
509112,Bordeaux rouge: Sauternes Clos Mercier 1966,,1,1,1971,1971,0.0,0.0
344502,Macedoine de Fruits au Marasquin,,1,1,1935,1935,0.0,0.0
430901,"Canadian Club Whiskey, GLASS, BOT.",,1,1,1914,1914,0.15,1.5
314543,"Broiled Pork Chops, Apple Sauce, Vegetable, Potato",,1,1,1948,1948,1.75,1.75
89220,Kalbs-Roulade,,1,1,1901,1901,0.0,0.0
476757,"Lobster Salad, Chicken",,1,1,1943,1943,1.5,1.5
384488,Larded sirloin of beef,,1,1,1918,1918,,
455520,Cream Fresh Tomatoes Soup with Tapioca,,1,1,0,0,0.0,0.0
297102,"Fresh Fruit Salad, Country Cottage Cheese, Sour Cream Salad Dressing",,1,1,1955,1955,1.95,1.95
150496,Veal fillets with fresh grapes in mushroom and cream sauce (Vitello 'White Elephant'),,1,1,1972,1972,0.0,0.0
71459,L. Roederer brut,,2,2,1905,1905,2.0,4.0
397136,poussin ,,1,1,1917,1917,1.6,1.6
170007,Foie de Canard Frais aux Raisins,,1,1,1970,1970,0.0,0.0
1037,Caviar on Toast,,135,138,1890,1940,0.0,35.0
512068,Gefülltes Melonenschiffchen mit Shrimps und Käsewürfeln,,1,1,0,0,0.0,0.0
10679,"Baked Fresh Mackerel, Creole",,3,3,1900,1901,0.25,0.6
96287,Bowl of Cold Rice and Milk,,1,1,1900,1900,0.1,0.1
475835,Sliced London Broil au jus  ,,1,1,1998,1998,11.99,11.99
122628,Harper Whiskey,,1,1,1897,1897,0.0,0.0
311431,"Fresh Select fish, du Jour",,4,4,1943,1946,0.0,0.0
189312,Pea Pods with Water Chesnuts and Pork,,1,1,0,0,0.0,0.0
56190,and cold Dishes.,,1,1,1901,1901,,
511737,"Child's Plate. Taco, tostada, or tamale, with beans or posole, beverage.     250",,1,0,1987,1987,2.5,2.5
172711,"Kalbsschnitzel mit braunem Knoblauch, Tomatennudeln und Salat - Escalope de veau gousse d'ail avec nouilles aux herbes et salade - Excalope of veal with garlic, noodles with herbs and salad",,1,1,1987,1987,0.0,0.0
388844,"Oxford Club, Dry",,4,4,1917,1918,0.3,2.5
291963,Ox-tongue Mikado,,1,1,1963,1963,0.0,0.0
203577,Bayerische Creme,,1,1,1910,1910,0.0,0.0
217494,"SADDLE OF BABY LAMB SARDALAISE, JELLY OR MINT SAUCE",,1,1,1973,1973,0.0,0.0
183272,Christmas Fruit Cake,,5,5,1955,1963,0.0,0.0
349996,"Veal Cutlet Smothered with Paprika, Hungarian Style, Spatzelis in Brown Butter",,1,1,1933,1933,1.0,1.0
117529,"Roast fancy capon, celery dressing, compote",,1,1,1907,1907,0.0,0.0
452933,Squab Casserole,,1,1,0,0,0.0,0.0
465817,"Fried filet of English sole, sauce Verte, Julienne potatoes",,1,1,1917,1917,0.35,0.35
264903,Salade Monegasque,,1,1,1964,1964,0.0,0.0
407602,"Roast spring lamb, mint sauce (ready)",,1,1,1917,1917,0.9,0.9
466530,Scotch Highballs,,1,1,1912,1912,0.15,0.15
369653,Consumme (Liquide or Jelly) Okra,,1,1,1933,1933,0.0,0.0
280767,"Fish cakes, with one fried egg, and coffee, tea or cocoa",,1,1,1900,1900,0.25,0.25
235215,"Kartoffeln, Gebackene",,2,2,1929,1969,0.0,0.0
367188,"Vol au Vent of Chicken, Fresh String Beans, Straw Potatoes, Choice of Salad or Dessert, Coffee or Tea",,1,1,1933,1933,0.0,0.0
296930,Coupes:  Favorite,,1,1,1955,1955,0.5,0.5
292734,"Orig. Ung. Goulasch, Dillgurke, Kopfsalat",,1,1,1958,1958,0.0,0.0
116691,Omelette with Sausage,,1,1,1901,1901,0.0,0.0
445997,Cream of tomatoes [soup],,1,1,1917,1917,0.25,0.25
189960,Fried Rice with Pork,,2,2,0,0,3.95,3.95
492738,"Egg, Tetrazini",,1,1,1913,1913,0.3,0.3
252193,"Pinot Chardonnay Les Charmes, 1983",,1,1,1985,1985,0.0,0.0
103083,Julienue,,1,1,1900,1900,0.1,0.1
477034,Pommes de terre parisiennes,,5,5,1913,1913,,
411430,african ice,,1,1,1917,1917,0.5,0.5
144665,Saumon bouilli,,1,1,0,0,0.0,0.0
275445,Claret Orangeade,,5,5,1944,1961,0.35,0.95
151584,Bourbon whisky Four Roses 4 cl,,1,1,1966,1966,0.0,0.0
481361,"Stuffed turkey, cranberry sauce",,1,1,0,0,0.0,0.0
184063,Baked in Jacket Potato and Tossed Green grocers Salad,,1,1,0,0,0.0,0.0
7722,"Fried scallops, tomato sauce",,10,10,1900,1910,0.35,0.6
134389,Heldere Schildpadsoep,,1,1,0,0,0.0,0.0
311757,"Unjointed Fried Half Spring Chicken on Toast, Country Gravy",,1,1,1946,1946,0.0,0.0
311889,Colorado Snow Water Rainbow Trout Saute Meuniere,,1,1,1946,1946,0.0,0.0
161514,Johannisbeersaft,,8,8,1955,1988,0.0,0.0
500911,"Lamb chop, cardinalice",,1,1,1913,1913,0.65,0.65
225620,"Gebackene Eier ""Americaine"" mit gegrilltem Speck",,1,0,1965,1965,0.0,0.0
255653,Maryland Shad Roe,,1,1,1962,1962,2.75,2.75
284948,"1952 Zeltinger Himmelreich, Spatlese, naturrein, Wachstum Bernhard Scheer, Originalkellerabzug, Korkbrand",,1,1,1954,1954,0.0,0.0
361694,"Steamed Clams, Drawn Butter, Pickled Cabbage, Saltines, Clam Broth",,1,1,1941,1941,0.0,0.0
383035,"Wehlener Rosenberg, 1907, 1/2 Bottle, Bottle",,1,1,1916,1916,0.8,1.5
420546,fresh mushrooms saute,,1,1,1918,1918,0.65,0.65
499315,Broiled or Fried Green Bluefish,,1,1,1913,1913,0.25,0.25
484160,"Omelette ""Königin-Art""",,1,1,0,0,0.0,0.0
290401,Trenette with Tomato sauce,,1,1,1963,1963,0.0,0.0
83430,Finnan Haddie or striped bass,,1,1,1905,1905,0.5,0.5
160969,"Schildkrotensuppe echt, ""Lacroix""",,1,1,0,0,0.0,0.0
154231,Figues matignon,,1,1,0,0,0.0,0.0
336147,Le Water Melon Frappe,,1,1,1937,1937,0.0,0.0
503063,"Half cold lobster, sliced tomatoes",,1,1,1913,1913,0.4,0.4
306163,"Le Coq de Choix a la Creme et au Foie Gras, Flambe au Cognac",,1,1,1944,1944,4.0,4.0
341463,Testa di Moro,,1,1,1980,1980,0.0,0.0
501864,"Canard Mallard, roti, ",,1,1,1916,1916,,
110488,Heptol Splits,,1,1,1907,1907,0.15,0.15
378372,Wax beans,,4,4,1915,1919,0.3,0.3
366530,"Boiled Gaspe Salmon, sauce Fleurette",,1,1,1927,1927,0.0,0.0
445322,Bacon and Eggs (Beechnut),,17,17,1913,1914,0.25,0.35
355492,Romaine and Pineapple Salad,,23,25,1912,1933,0.4,0.4
455025,Cherkins,,1,0,0,0,0.0,0.0
453202,creme du nord,,1,1,0,0,0.0,0.0
