LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,Lender 1,Lender 2,CD
37755.0,Kaneohe,HI,96744,811121.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/16/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
21665.0,Kapaa,HI,96746,561720.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/13/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
106000.0,Kaneohe,HI,96744,622110.0,Corporation,,Unanswered,Unanswered,Unanswered,10.0,04/05/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
50000.0,Kapolei,HI,96707,811121.0,Subchapter S Corporation,,Unanswered,Unanswered,Veteran,4.0,04/05/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
69500.0,Honolulu,HI,96825,238210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,7.0,04/12/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
19025.0,Makawao,HI,96768,541611.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
44700.0,Ocean View,HI,96737,999990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
54800.0,Honolulu,HI,96813,531311.0,Corporation,,Unanswered,Unanswered,Unanswered,8.0,04/27/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
13500.0,Kihei,HI,96753,713990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/11/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
71400.0,Aiea,HI,96701,541990.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/08/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
20832.0,Honolulu,HI,96813,531390.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,,06/23/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
6695.0,Pearl City,HI,96782,812112.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
49700.0,Honolulu,HI,96817,236115.0,Corporation,,Unanswered,Unanswered,Unanswered,9.0,04/13/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
2200.0,Ewa Beach,HI,96706,454390.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-01
6557.0,Ewa Beach,HI,96706,561730.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/11/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
8345.0,Wailuku,HI,96793,423310.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
3863.0,Kailua Kona,HI,96734,711510.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,"wells fargo bank, national association",wells fargo bank,national association,HI-02
6700.0,Honolulu,HI,96825,541211.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
7250.0,Waimanalo,HI,96795,115112.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/27/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
20000.0,Honolulu,HI,96815,237990.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
17600.0,Lahaina,HI,96761,531210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
109300.0,Aiea,HI,96701,424130.0,Corporation,,Unanswered,Unanswered,Unanswered,7.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
3241.92,Wahiawa,HI,96786,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/07/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-02
50040.0,Kihei,HI,96753,722511.0,Corporation,,Unanswered,Unanswered,Unanswered,14.0,05/11/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
25000.0,Kailua Kona,HI,96734,722330.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,8.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
52100.0,Hilo,HI,96721,445120.0,Corporation,,Unanswered,Male Owned,Veteran,7.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
16052.0,Honolulu,HI,96817,624310.0,Limited Liability Company(LLC),,Asian,Male Owned,Non-Veteran,1.0,04/12/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-01
47400.0,Honolulu,HI,96813,541110.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,3.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
54092.5,Honolulu,HI,96813,621111.0,Subchapter S Corporation,,Unanswered,Male Owned,Unanswered,3.0,04/14/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
31250.0,Lahaina,HI,96761,722511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,7.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
76000.0,Honolulu,HI,96821,238220.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,10.0,04/10/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
100000.0,Honolulu,HI,96818,722511.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,22.0,04/05/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
61100.0,Honolulu,HI,96826,531390.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/13/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
24333.0,Kailua Kona,HI,96740,999990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,5.0,2020-04-30,Cross River Bank,Cross River Bank,,HI-02
20833.0,Kaneohe,HI,96744,541211.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-02
16400.0,Honolulu,HI,96830,238320.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,06/03/2020,Cache Valley Bank,Cache Valley Bank,,HI-01
79700.0,Honolulu,HI,96813,531130.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,12.0,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
4697.0,Waialua,HI,96791,522320.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,8.0,05/06/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
120000.0,Hilo,HI,96720,722511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,41.0,04/16/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
25000.0,Hilo,HI,96720,621310.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,3.0,04/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
41700.0,Honolulu,HI,96814,221118.0,Corporation,,Unanswered,Male Owned,Non-Veteran,2.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
13499.0,Kahului,HI,96732,423620.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
132000.0,Honolulu,HI,96813,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,8.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
7899.8,Lahaina,HI,96761,621399.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,2020-07-22,"Fundbox, Inc.",Fundbox,Inc.,HI-02
89000.0,Honolulu,HI,96813,236220.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Live Oak Banking Company,Live Oak Banking Company,,HI-01
20833.0,Honolulu,HI,96816,236115.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
84400.0,Makawao,HI,96768,221310.0,Corporation,,White,Male Owned,Non-Veteran,6.0,04/14/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
86300.0,Puunene,HI,96784,238310.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
50000.0,Kailua Kona,HI,96734,541310.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Unanswered,6.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
2099.31,Honolulu,HI,96825,812112.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
49210.0,Honolulu,HI,96817,813110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
16300.0,Kapaa,HI,96746,561720.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,40.0,05/03/2020,Gather FCU,Gather FCU,,HI-02
65600.0,Honolulu,HI,96813,541211.0,Corporation,,Asian,Female Owned,Non-Veteran,,04/14/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
9000.0,Honolulu,HI,96813,541110.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
3400.0,Lihue,HI,96766,311811.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/08/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
5000.0,Honolulu,HI,96816,485310.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
14426.0,Lihue,HI,96766,711211.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,6.0,2020-04-30,Cross River Bank,Cross River Bank,,HI-02
21890.0,Honolulu,HI,96819,722513.0,Corporation,,Unanswered,Unanswered,Unanswered,6.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
29500.0,Honolulu,HI,96817,722511.0,Corporation,,Asian,Male Owned,Non-Veteran,3.0,04/03/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
4252.0,Kailua Kona,HI,96734,541219.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,1.0,07/20/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-02
147800.0,Honolulu,HI,96819,445210.0,Corporation,,Unanswered,Unanswered,Unanswered,17.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
23700.0,Honolulu,HI,96814,561730.0,Corporation,,Unanswered,Male Owned,Non-Veteran,0.0,05/08/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
79582.0,Honolulu,HI,96815,722511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,15.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
56800.0,Honolulu,HI,96821,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/11/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
20800.0,Hilo,HI,96720,541618.0,Independent Contractors,,Unanswered,Male Owned,Unanswered,1.0,04/29/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-02
4122.0,Kapolei,HI,96707,523930.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,3.0,05/19/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
115400.0,Keaau,HI,96749,424930.0,Corporation,,Unanswered,Unanswered,Unanswered,30.0,04/07/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
15000.0,Honolulu,HI,96817,236118.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,2020-05-18,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
143100.0,Honolulu,HI,96813,541110.0,Corporation,,Unanswered,Unanswered,Unanswered,9.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
37570.0,Wailuku,HI,96793,531311.0,Partnership,,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
9375.0,Honolulu,HI,96817,722515.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Non-Veteran,5.0,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
8125.0,Haiku,HI,96708,561730.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
3400.0,Kailua Kona,HI,96740,611610.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,2.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
4700.0,Honolulu,HI,96819,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
9148.0,Kula,HI,96790,541930.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,08/07/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-02
40170.0,Waipahu,HI,96797,114111.0,Partnership,,Unanswered,Unanswered,Unanswered,2.0,07/09/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-01
82700.0,Kahului,HI,96732,621210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,11.0,2020-04-30,First Foundation Bank,First Foundation Bank,,HI-02
20832.5,Honolulu,HI,96816,999990.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
23100.0,Honolulu,HI,96821,448120.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/15/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
61345.0,Ewa Beach,HI,96706,722511.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
26000.0,Kula,HI,96790,621111.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
19700.0,Lihue,HI,96766,812910.0,Sole Proprietorship,,Unanswered,Male Owned,Non-Veteran,4.0,04/11/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
26900.0,Kaneohe,HI,96744,541211.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/16/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
17377.0,Honolulu,HI,96817,541211.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
10000.0,Honolulu,HI,96815,561520.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,06/30/2020,Cross River Bank,Cross River Bank,,HI-01
3621.0,Lahaina,HI,96761,812113.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,08/05/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-02
19100.0,Aiea,HI,96701,441120.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,5.0,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
41400.0,Honolulu,HI,96814,621111.0,Corporation,,White,Male Owned,Non-Veteran,4.0,04/15/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
7500.0,Lahaina,HI,96761,713990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
11500.0,Honolulu,HI,96816,531210.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
7188.0,Honolulu,HI,96816,531210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,06/03/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
3300.0,Honolulu,HI,96813,561720.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/14/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
5600.0,Haleiwa,HI,96712,561720.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
102865.0,Honolulu,HI,96819,621210.0,Corporation,,Asian,Female Owned,Non-Veteran,,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
12000.0,Kaneohe,HI,96744,611430.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
2645.79,Honolulu,HI,96814,812112.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/03/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
8800.0,Kihei,HI,96753,531210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,2020-05-18,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
58102.0,Kailua Kona,HI,96740,999990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,05/01/2020,"JPMorgan Chase Bank, National Association",JPMorgan Chase Bank,National Association,HI-02
42100.0,Kailua Kona,HI,96740,811111.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,5.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
63900.0,Honolulu,HI,96816,812910.0,Limited Liability Company(LLC),,Unanswered,Female Owned,Non-Veteran,4.0,04/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
23300.0,Honolulu,HI,96817,621111.0,Corporation,,Unanswered,Female Owned,Non-Veteran,0.0,05/21/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
11687.02,Lihue,HI,96766,621111.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,0.0,05/15/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-02
5502.26,Ewa Beach,HI,96706,,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
39700.0,Aiea,HI,96701,621111.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/13/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
33977.0,Honolulu,HI,96814,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
3100.0,Honolulu,HI,96825,813319.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
62690.0,Kapolei,HI,96707,621112.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,11.0,05/04/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
115200.0,Honolulu,HI,96825,722310.0,Corporation,,Unanswered,Male Owned,Non-Veteran,10.0,04/14/2020,"Readycap Lending, LLC",Readycap Lending,LLC,HI-01
78792.5,Mililani,HI,96789,238120.0,Corporation,,Unanswered,Unanswered,Unanswered,8.0,04/15/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
11400.0,Honolulu,HI,96817,451130.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,0.0,05/12/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
19100.0,Wailuku,HI,96793,238220.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
11908.0,Honolulu,HI,96814,531390.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Non-Veteran,1.0,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
8238.69,Kailua Kona,HI,96740,621399.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,06/23/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-02
14900.0,Honolulu,HI,96817,531390.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,04/06/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
12700.0,Honolulu,HI,96814,561520.0,Corporation,,Asian,Male Owned,Non-Veteran,3.0,04/04/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
17600.0,Kalaheo,HI,96741,561599.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/06/2020,MBE Capital Partners,MBE Capital Partners,,HI-02
42002.0,Kaneohe,HI,96744,523930.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,4.0,05/05/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
25590.0,Kapolei,HI,96707,813110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,3.0,05/02/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
16100.0,Kihei,HI,96753,561720.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
15000.0,Honolulu,HI,96816,621111.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,4.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
6400.0,Keaau,HI,96749,236115.0,Corporation,,Unanswered,Male Owned,Non-Veteran,1.0,04/08/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
69890.0,Kapaa,HI,96746,236118.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/14/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
7900.0,Mililani,HI,96789,812990.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,2020-05-18,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
20800.0,Honolulu,HI,96815,541110.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
5936.27,Kahului,HI,96732,532490.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/14/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-02
7800.0,Kailua Kona,HI,96740,423920.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,06/17/2020,BancFirst,BancFirst,,HI-02
8400.0,Waipahu,HI,96797,561720.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
8750.0,Honolulu,HI,96818,423940.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
17800.0,Ewa Beach,HI,96706,531320.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
10400.0,Haiku,HI,96708,711510.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,6.0,2020-04-30,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
2725.0,Honolulu,HI,96825,541990.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
125100.0,Honolulu,HI,96819,493110.0,Corporation,,White,Male Owned,Veteran,18.0,04/15/2020,Hawaii National Bank.,Hawaii National Bank,,HI-01
20800.0,Honolulu,HI,96822,561990.0,Limited Liability Company(LLC),,Asian,Female Owned,Non-Veteran,1.0,2020-04-30,Hawaii National Bank.,Hawaii National Bank,,HI-01
98000.0,Hilo,HI,96720,524210.0,Corporation,,Unanswered,Unanswered,Unanswered,10.0,04/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
25105.0,Haleiwa,HI,96712,541219.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/07/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
9027.0,Honolulu,HI,96816,541921.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,2020-05-18,Bank of Hawaii,Bank of Hawaii,,HI-01
86935.0,Honolulu,HI,96813,722410.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/13/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
14300.0,Honolulu,HI,96817,531390.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
15675.0,Honolulu,HI,96814,923110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,,04/28/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
3802.5,Waikoloa,HI,96738,236220.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/06/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
63700.0,Honolulu,HI,96817,424990.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,05/02/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
14851.0,Honolulu,HI,96821,812990.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/06/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
19865.0,Honolulu,HI,96817,444190.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,,06/04/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
15240.0,Eleele,HI,96705,487210.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/08/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
2000.0,Kurtistown,HI,96760,541511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
68655.0,Kailua Kona,HI,96740,236220.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
78100.0,Honolulu,HI,96839,423430.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
47250.0,Hilo,HI,96720,541219.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,,07/27/2020,"FC MARKETPLACE, LLC (DBA FUNDING CIRCLE)",FC MARKETPLACE,LLC (DBA FUNDING CIRCLE),HI-02
6357.0,Honolulu,HI,96816,531210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,07/27/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-01
14900.0,Kapaa,HI,96746,621340.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
61235.0,Hilo,HI,96721,484110.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,8.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
62900.0,Waipahu,HI,96797,621320.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/10/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
8000.0,Honolulu,HI,96814,813110.0,Professional Association,,Unanswered,Unanswered,Unanswered,1.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
