id,name,beef_type,egg_type,coffee_type,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
466861,Baked Oysters In Shell,False,False,False,,1,1,1917,1917,0.5,0.5
310385,"Sloe Gin Fizz, Imp",False,False,False,,1,1,1947,1947,0.75,0.75
317235,Garvey's,False,False,False,,1,1,1948,1948,0.75,0.75
252881,Grilled Fresh Calf Liver With Bacon,False,False,False,,1,1,1957,1957,0,0
436282,Moet Chandon Frappe,False,False,False,,1,1,1888,1888,,
99201,"Sherry, Duff, Gordon & Co",False,False,False,,1,1,1905,1905,0.75,1.5
195279,New-laid Eggs,False,False,False,,7,7,1910,1910,0,0
196100,"Leg Of Pork, Bean Salad",False,False,False,,1,1,1910,1910,0,0
113553,Cold Capon With Smithfield Ham,False,False,False,,1,1,1905,1905,0,0
498274,Pommes Sautées,False,False,False,,1,1,1913,1913,0.5,0.5
458876,"Ch Dillon, N Johnston",False,False,False,,1,1,0,0,0,0
282334,"Beef Pepper Steak Served With Vegetable, Salad, Roll, And Choice Of Potato Or Rice",True,False,False,,1,1,1988,1988,3.75,3.75
102360,Dawson's,False,False,False,,1,1,1900,1900,1.5,1.5
307203,Rolet Roast a La Criolla,False,False,False,,1,1,1944,1944,0.7,0.7
347572,"Martini Cocktail - Gine, French Vermouth, Olive",False,False,False,,1,1,1950,1950,0,0
451690,Mondaine,False,False,False,,2,1,1914,1914,0.5,0.5
392843,"Oysters Half Shell, Cape Cods",False,False,False,,2,2,1917,1918,0.3,0.3
317897,Santa Clara Cabernet,False,False,False,,1,1,1949,1949,0,0
443029,New Potatoes Woth Parsley,False,False,False,,1,1,1916,1916,,
118531,Timbales De Foie-gras A La Perigord,False,False,False,,1,1,1901,1901,0,0
44093,Greer's Sctoch Whiskey,False,False,False,,1,1,1900,1900,1.5,1.5
358124,Ayala Brut Champagne,False,False,False,,1,1,1906,1906,0,0
109002,Sardines And Eggs,False,False,False,,1,1,1907,1907,0.3,0.3
200267,Braised Leg Of Mutton,False,False,False,,2,2,1910,1910,0,0
342575,"Coffee, Per Pot Or Cup",False,False,True,,1,1,1901,1901,0,0
139437,Frecciarossa,False,False,False,,5,5,1939,1958,0,5
489930,"Old Seal Brandy, Pony",False,False,False,,1,1,1913,1913,5,25
1821,Extra Filet Steak,False,False,False,,2,2,1900,1900,1,1
93212,"Tripe In Cream With Onions, Shanley",False,False,False,,1,1,1900,1900,0.5,0.5
77130,Filets De Basse Rayee Cardinal,False,False,False,,1,1,1906,1906,1,1
27792,Mutton Chops [special],False,False,False,,1,1,1900,1900,0.4,0.4
83230,Vermouth Noilly Prat Ou Turin,False,False,False,,1,1,1900,1900,0,0
133584,Selected Delicacies From Various Countries,False,False,False,,1,1,1969,1969,0,0
335783,Milk Punch With Egg Mixed Drink,False,True,False,,1,1,1941,1941,0,0
281411,"2 Eggs, Any Style, Served With Hashbrowns & Hot Buttered Toast",False,False,False,,1,1,1988,1988,2.5,2.5
84787,Hot Corn Meal Mush And Milk,False,False,False,,1,1,1899,1899,0,0
426958,"Yokan, Sweet Japanese Confections",False,False,False,,1,1,1985,1985,2.5,2.5
89407,"Green Turtle, Aux Cognac",False,False,False,,1,1,1899,1899,0,0
9474,"Planked Bluefish, Maitre D'hotel",False,False,False,,3,3,1900,1901,,
240527,Grape Fruit Yoghurt-mischgetranke,False,False,False,,1,1,1958,1958,0,0
176270,Pommes De Terre Brabant,False,False,False,,2,2,1967,1969,0.8,0.8
149858,"Atlantic Swordfish Steak Center Cut, Coriander Butter Sauce",False,False,False,,1,1,1987,1987,17,17
232381,Chateau Coulet 1961,False,False,False,,1,1,1967,1967,0,0
222074,"Chicken Saute Chasseur, White Wine Sauce, Parslty Potato And Green Peas",False,False,False,,1,1,1966,1966,2.5,2.5
493727,"Country Sausages, Fried Bananas",False,False,False,,0,0,0,0,0,0
474767,Canneton Grille,False,False,False,,1,1,1912,1912,1.5,3
199800,Galantine De Volaille En Belle-vue,False,False,False,,1,1,1910,1910,0,0
342720,Noisettes De Pre-sale Arago,False,False,False,,1,1,1935,1935,0,0
307106,Key West Turtle Soup,False,False,False,,3,3,1944,1948,0,0
456489,"Eggs, Scrambled With Tomato",False,False,False,,2,2,0,0,0,0
7250,"Renault Brandy, 50 Years Old",False,False,False,,5,5,1900,1900,6,6
146030,"Tournedos, Sce, Bearnaise",False,False,False,,1,1,0,0,0,0
176321,"Vermouth, Franz",False,False,False,,1,1,0,0,0,0
204426,Klondike Sorbet,False,False,False,,1,1,1910,1910,0,0
185351,Banana Cream Pie,False,False,False,,25,28,1939,1989,0.15,2.75
491518,Salade De Betterave,False,False,False,,1,1,1962,1962,0,0
238136,Gem Eis Mit Sahne,False,False,False,,2,2,1955,1958,0,0
368872,Fine California Wine,False,False,False,,1,1,1948,1948,0,0
149809,"Braunes Wurzfliesch Mit Spiegelei, Salzkartoffeln",False,False,False,,1,1,1958,1958,0,0
99653,Frogs' Legs And Chives,False,False,False,,1,1,1906,1906,1.25,1.25
108641,"Moselbluemchen, Saarbach & Co",False,False,False,,1,1,1900,1900,2,2
138730,Sunomono,False,False,False,,1,1,0,0,0.85,0.85
346186,Eisbein Mit Erbsenbrei Und Sauerkohl,False,False,False,,1,1,1935,1935,0,0
401018,"Cold Lobster, Mayonnaise Sauce, Half",False,False,False,,1,1,1917,1917,0.8,0.8
246603,"Matjesfilet In Sahne Mit Apfel, Zwiebel, Butter Und Kartoffeln",False,False,False,,1,1,1957,1957,0,0
337707,Hot Wagon Service,False,False,False,,1,1,1937,1937,0,0
19565,Bananes A L'aigre-doux,False,False,False,,3,3,1906,1907,0.3,0.3
155223,Kalbleberkuchen In Krebssauce Mit Kalifornischem Spargel,False,False,False,,1,1,0,0,0,0
261894,Beef Bourguignonne - Cubes Of Beef Prepared With Onions And Burgundy Wine,True,False,False,,1,1,1977,1977,0,0
438853,Allen's Wild Cat,False,False,False,,1,1,1914,1914,,
78287,Roast Leg Of Mutton Currant Jelly,False,False,False,,3,3,1900,1917,0.35,0.35
453450,Calf's Foot À La Windsor,False,False,False,,2,2,1900,1900,0.25,0.4
115684,Filet Of Sole Fried Or Vin Blanc,False,False,False,,1,1,1905,1905,0.6,0.6
49103,Boiled Smoked Ox-tongue,False,False,False,,1,1,1900,1900,0,0
6683,Cut Oranges,False,False,False,,4,4,1900,1900,0,0
66536,Timbales De Riz A La Milanaise,False,False,False,,1,1,1885,1885,0,0
476414,French Vanilla [ice Cream] In Glass,False,False,False,,3,3,1918,1918,0.25,0.25
486047,"Country Sausages, Fried Egg And Broiled Bacon",False,True,False,,1,1,1913,1913,0.3,0.3
215727,Perske En Roomys,False,False,False,,1,1,1973,1973,0,0
443452,Perrier,False,False,False,,3,3,1914,1933,0.15,0.6
97922,Sweetbread With Spinach,False,False,False,,1,1,1884,1884,0.8,0.8
353150,Assortiments De Friandises,False,False,False,,1,1,1932,1932,0,0
392186,Fresh Corn With Paprika,False,False,False,,6,6,1917,1917,0.3,0.3
355311,Biscuit Glace Mcalpin,False,False,False,,2,2,1933,1933,0,0
20365,"Thee, Kaffee, Hafercacao",False,False,False,,1,1,1900,1900,0,0
184225,Bread And Butter: White,False,False,False,,2,2,1938,1938,0.15,0.15
509112,Bordeaux Rouge: Sauternes Clos Mercier 1966,False,False,False,,1,1,1971,1971,0,0
344502,Macedoine De Fruits Au Marasquin,False,False,False,,1,1,1935,1935,0,0
430901,"Canadian Club Whiskey, Glass, Bot",False,False,False,,1,1,1914,1914,0.15,1.5
314543,"Broiled Pork Chops, Apple Sauce, Vegetable, Potato",False,False,False,,1,1,1948,1948,1.75,1.75
89220,Kalbs-roulade,False,False,False,,1,1,1901,1901,0,0
476757,"Lobster Salad, Chicken",False,False,False,,1,1,1943,1943,1.5,1.5
384488,Larded Sirloin Of Beef,True,False,False,,1,1,1918,1918,,
455520,Cream Fresh Tomatoes Soup With Tapioca,False,False,False,,1,1,0,0,0,0
297102,"Fresh Fruit Salad, Country Cottage Cheese, Sour Cream Salad Dressing",False,False,False,,1,1,1955,1955,1.95,1.95
150496,Veal Fillets With Fresh Grapes In Mushroom And Cream Sauce (vitello 'white Elephant'),False,False,False,,1,1,1972,1972,0,0
71459,L Roederer Brut,False,False,False,,2,2,1905,1905,2,4
397136,Poussin,False,False,False,,1,1,1917,1917,1.6,1.6
170007,Foie De Canard Frais Aux Raisins,False,False,False,,1,1,1970,1970,0,0
1037,Caviar On Toast,False,False,False,,135,138,1890,1940,0,35
512068,Gefülltes Melonenschiffchen Mit Shrimps Und Käsewürfeln,False,False,False,,1,1,0,0,0,0
10679,"Baked Fresh Mackerel, Creole",False,False,False,,3,3,1900,1901,0.25,0.6
96287,Bowl Of Cold Rice And Milk,False,False,False,,1,1,1900,1900,0.1,0.1
475835,Sliced London Broil Au Jus,False,False,False,,1,1,1998,1998,11.99,11.99
122628,Harper Whiskey,False,False,False,,1,1,1897,1897,0,0
311431,"Fresh Select Fish, Du Jour",False,False,False,,4,4,1943,1946,0,0
189312,Pea Pods With Water Chesnuts And Pork,False,False,False,,1,1,0,0,0,0
56190,And Cold Dishes,False,False,False,,1,1,1901,1901,,
511737,"Child's Plate Taco, Tostada, Or Tamale, With Beans Or Posole, Beverage 250",False,False,False,,1,0,1987,1987,2.5,2.5
172711,"Kalbsschnitzel Mit Braunem Knoblauch, Tomatennudeln Und Salat - Escalope De Veau Gousse D'ail Avec Nouilles Aux Herbes Et Salade - Excalope Of Veal With Garlic, Noodles With Herbs And Salad",False,False,False,,1,1,1987,1987,0,0
388844,"Oxford Club, Dry",False,False,False,,4,4,1917,1918,0.3,2.5
291963,Ox-tongue Mikado,False,False,False,,1,1,1963,1963,0,0
203577,Bayerische Creme,False,False,False,,1,1,1910,1910,0,0
217494,"Saddle Of Baby Lamb Sardalaise, Jelly Or Mint Sauce",False,False,False,,1,1,1973,1973,0,0
183272,Christmas Fruit Cake,False,False,False,,5,5,1955,1963,0,0
349996,"Veal Cutlet Smothered With Paprika, Hungarian Style, Spatzelis In Brown Butter",False,False,False,,1,1,1933,1933,1,1
117529,"Roast Fancy Capon, Celery Dressing, Compote",False,False,False,,1,1,1907,1907,0,0
452933,Squab Casserole,False,False,False,,1,1,0,0,0,0
465817,"Fried Filet Of English Sole, Sauce Verte, Julienne Potatoes",False,False,False,,1,1,1917,1917,0.35,0.35
264903,Salade Monegasque,False,False,False,,1,1,1964,1964,0,0
407602,"Roast Spring Lamb, Mint Sauce (ready)",False,False,False,,1,1,1917,1917,0.9,0.9
466530,Scotch Highballs,False,False,False,,1,1,1912,1912,0.15,0.15
369653,Consumme (liquide Or Jelly) Okra,False,False,False,,1,1,1933,1933,0,0
280767,"Fish Cakes, With One Fried Egg, And Coffee, Tea Or Cocoa",False,True,True,,1,1,1900,1900,0.25,0.25
235215,"Kartoffeln, Gebackene",False,False,False,,2,2,1929,1969,0,0
367188,"Vol Au Vent Of Chicken, Fresh String Beans, Straw Potatoes, Choice Of Salad Or Dessert, Coffee Or Tea",False,False,True,,1,1,1933,1933,0,0
296930,Coupes: Favorite,False,False,False,,1,1,1955,1955,0.5,0.5
292734,"Orig Ung Goulasch, Dillgurke, Kopfsalat",False,False,False,,1,1,1958,1958,0,0
116691,Omelette With Sausage,False,False,False,,1,1,1901,1901,0,0
445997,Cream Of Tomatoes [soup],False,False,False,,1,1,1917,1917,0.25,0.25
189960,Fried Rice With Pork,False,False,False,,2,2,0,0,3.95,3.95
492738,"Egg, Tetrazini",False,True,False,,1,1,1913,1913,0.3,0.3
252193,"Pinot Chardonnay Les Charmes, 1983",False,False,False,,1,1,1985,1985,0,0
103083,Julienue,False,False,False,,1,1,1900,1900,0.1,0.1
477034,Pommes De Terre Parisiennes,False,False,False,,5,5,1913,1913,,
411430,African Ice,False,False,False,,1,1,1917,1917,0.5,0.5
144665,Saumon Bouilli,False,False,False,,1,1,0,0,0,0
275445,Claret Orangeade,False,False,False,,5,5,1944,1961,0.35,0.95
151584,Bourbon Whisky Four Roses 4 Cl,False,False,False,,1,1,1966,1966,0,0
481361,"Stuffed Turkey, Cranberry Sauce",False,False,False,,1,1,0,0,0,0
184063,Baked In Jacket Potato And Tossed Green Grocers Salad,False,False,False,,1,1,0,0,0,0
7722,"Fried Scallops, Tomato Sauce",False,False,False,,10,10,1900,1910,0.35,0.6
134389,Heldere Schildpadsoep,False,False,False,,1,1,0,0,0,0
311757,"Unjointed Fried Half Spring Chicken On Toast, Country Gravy",False,False,False,,1,1,1946,1946,0,0
311889,Colorado Snow Water Rainbow Trout Saute Meuniere,False,False,False,,1,1,1946,1946,0,0
161514,Johannisbeersaft,False,False,False,,8,8,1955,1988,0,0
500911,"Lamb Chop, Cardinalice",False,False,False,,1,1,1913,1913,0.65,0.65
225620,Gebackene Eier americaine Mit Gegrilltem Speck,False,False,False,,1,0,1965,1965,0,0
255653,Maryland Shad Roe,False,False,False,,1,1,1962,1962,2.75,2.75
284948,"1952 Zeltinger Himmelreich, Spatlese, Naturrein, Wachstum Bernhard Scheer, Originalkellerabzug, Korkbrand",False,False,False,,1,1,1954,1954,0,0
361694,"Steamed Clams, Drawn Butter, Pickled Cabbage, Saltines, Clam Broth",False,False,False,,1,1,1941,1941,0,0
383035,"Wehlener Rosenberg, 1907, 1/2 Bottle, Bottle",False,False,False,,1,1,1916,1916,0.8,1.5
420546,Fresh Mushrooms Saute,False,False,False,,1,1,1918,1918,0.65,0.65
499315,Broiled Or Fried Green Bluefish,False,False,False,,1,1,1913,1913,0.25,0.25
484160,Omelette königin-art,False,False,False,,1,1,0,0,0,0
290401,Trenette With Tomato Sauce,False,False,False,,1,1,1963,1963,0,0
83430,Finnan Haddie Or Striped Bass,False,False,False,,1,1,1905,1905,0.5,0.5
160969,"Schildkrotensuppe Echt, lacroix",False,False,False,,1,1,0,0,0,0
154231,Figues Matignon,False,False,False,,1,1,0,0,0,0
336147,Le Water Melon Frappe,False,False,False,,1,1,1937,1937,0,0
503063,"Half Cold Lobster, Sliced Tomatoes",False,False,False,,1,1,1913,1913,0.4,0.4
306163,"Le Coq De Choix A La Creme Et Au Foie Gras, Flambe Au Cognac",False,False,False,,1,1,1944,1944,4,4
341463,Testa Di Moro,False,False,False,,1,1,1980,1980,0,0
501864,"Canard Mallard, Roti,",False,False,False,,1,1,1916,1916,,
110488,Heptol Splits,False,False,False,,1,1,1907,1907,0.15,0.15
378372,Wax Beans,False,False,False,,4,4,1915,1919,0.3,0.3
366530,"Boiled Gaspe Salmon, Sauce Fleurette",False,False,False,,1,1,1927,1927,0,0
445322,Bacon And Eggs (beechnut),False,False,False,,17,17,1913,1914,0.25,0.35
355492,Romaine And Pineapple Salad,False,False,False,,23,25,1912,1933,0.4,0.4
455025,Cherkins,False,False,False,,1,0,0,0,0,0
453202,Creme Du Nord,False,False,False,,1,1,0,0,0,0
